"","GeneSymbol","Mix1","Mix2","Mix3","Mix4","Mix5","B.cells.naive","B.cells.memory","Plasma.cells","T.cells.CD8","T.cells.CD4.naive","T.cells.CD4.memory.resting","T.cells.CD4.memory.activated","T.cells.follicular.helper","T.cells.regulatory..Tregs.","T.cells.gamma.delta","NK.cells.resting","NK.cells.activated","Monocytes","Macrophages.M0","Macrophages.M1","Macrophages.M2","Dendritic.cells.resting","Dendritic.cells.activated","Mast.cells.resting","Mast.cells.activated","Eosinophils","Neutrophils"
"80","PLA2G7",209.0054697,438.0382184,1219.91812,476.0040752,1610.290382,100.7324553,79.06118962,69.94065389,24.31875779,12.76669965,36.51263796,39.26542516,37.60063067,108.8451808,178.7417662,73.09936856,50.30565877,1290.202807,10066.60469,1679.064856,1569.463396,5706.822398,5086.100024,1067.947829,980.107544,43.5153618,59.09237491
"81","PRF1",2959.715733,2634.185442,11171.48501,805.5706508,2192.136127,201.9573668,236.1351207,213.4124783,8182.518825,847.8104385,2130.073632,1288.368436,953.5011061,1643.00791,15440.12701,26164.60132,27164.52012,142.7487889,88.71604457,55.13574502,23.15489547,67.86490889,103.9210768,346.3646077,285.2205902,268.3717602,422.6697907
"82","PRG2",117.1775333,504.481541,492.4372035,2923.587005,2350.853207,98.84281244,125.3109437,157.5298559,126.6467707,107.0290453,139.1010495,165.4537351,35.31282708,68.52536924,16.54700608,70.81916153,82.7123624,117.086355,103.3752118,295.678865,263.6529152,85.47893602,89.83062765,19061.38442,20880.60329,189.2703998,59.65270386
"83","PTGER2",1053.987943,747.1564676,2408.915463,495.6461337,934.8042345,47.37880726,20.49640288,21.50099156,2260.804067,258.841965,4236.414392,1056.864994,14.85589132,2608.201318,2957.932915,2983.001501,5770.127086,1154.310555,619.1628375,170.3953887,1754.337137,584.1241872,826.8557439,460.4294121,892.0718245,501.0228289,183.6977894
"84","PTPRCAP",3175.911734,2092.714748,2101.659719,1738.563041,473.3401869,4113.169696,4036.430692,905.8167534,4378.93295,1887.920817,4607.979618,1493.347557,5576.724303,3413.915859,1703.230685,3602.345527,3305.985414,35.76573661,26.30209546,18.44492663,30.51218687,29.6087852,51.69649463,42.2402032,16.45954984,351.6052781,40.98388057
"85","PVRIG",1813.327753,1366.59835,2431.944042,761.3777126,622.7282092,874.708657,1156.813644,303.2499758,3978.913368,2515.245009,1786.799569,818.4743673,3927.763769,2477.585452,4095.753219,4533.058778,4025.406714,99.88281165,68.65638518,20.76445065,113.3694758,57.36224685,96.69210326,87.81532271,17.22725976,164.3468784,357.6545327
"86","RASGRP2",2852.380404,2220.91079,705.3442077,2384.966549,668.7493204,5911.213148,5135.507838,68.81156687,2427.952654,4016.523813,2855.39049,121.3399664,169.5987981,1173.438292,997.1942031,1363.762146,256.5379971,759.9791832,41.20902217,120.6402118,102.0421756,65.88033568,130.5735306,281.323554,209.5925636,1547.788877,1260.173261
"87","RNASE6",953.5546959,1365.73759,1108.285981,1310.013912,2006.291209,1799.683549,1157.232625,2281.114952,17.05134667,28.13135229,64.4438491,8.863552717,22.17275389,11.37316837,777.2554078,84.58792101,14.36766267,4038.448716,2527.65046,306.1693936,5075.103934,8418.335804,853.6151668,681.3654348,506.4674568,144.0092188,2002.128163
"88","S100A12",350.488775,806.51058,1788.000049,1778.510878,2346.451465,190.663133,205.6096122,206.614297,103.0892269,122.0464109,78.96882194,77.60907212,114.3269206,93.856191,2375.556565,1088.208915,220.6263312,11149.65069,143.0161359,258.3004281,123.701236,132.8315959,138.8702312,1054.174516,976.5083429,374.4516108,8781.768452
"89","SAMSN1",951.7462531,1537.375494,1958.667169,2947.771722,4122.614306,197.0884279,441.9005895,574.9216874,794.816235,609.2761383,1660.128114,2859.409338,577.4007393,1973.849465,1571.696585,1266.566015,2876.602126,1412.29406,645.6886884,5090.528151,3133.89778,2070.552906,7507.176097,6327.078194,4360.895256,11409.47833,1654.100485
"90","SELL",6657.594065,5699.49939,4224.123424,6559.582454,4261.687963,11102.0298,8002.61479,376.9049927,7418.862396,9805.46284,7104.510327,2531.49842,4188.175594,5165.445456,10585.56882,5741.494585,1590.659482,7242.740165,103.9204555,234.1716363,287.2191393,121.953751,137.3301011,353.9899758,288.7165574,3001.389383,13724.93946
"91","SIK1",3301.26614,2698.588688,670.9623891,2633.582703,625.6145996,5471.704926,5620.453994,7279.249666,1219.200313,494.4265452,410.006561,162.0409056,4922.268476,942.2614617,393.1870068,457.6523281,248.2954165,544.8091055,146.1531348,292.9918215,111.2439257,104.8119808,228.1768122,59.70681574,326.9960366,2371.944991,401.5465651
"92","SKAP1",1672.929379,1729.118976,1635.484705,838.7169684,653.4107499,1378.742233,556.9267569,875.1463025,2273.257742,2670.874802,2395.678989,814.2486746,2389.171966,5831.851105,2886.347943,2037.376281,1513.442454,155.1060459,188.0291943,115.4350344,100.357131,168.3391756,153.5290423,498.3461422,480.9894709,445.0168928,388.8474803
"93","SLC15A3",206.1297827,405.3342389,1018.838763,602.1343923,2080.258763,9.050871942,202.4492561,10.26293695,18.5710453,27.12597858,19.36453188,13.09271261,18.79636185,9.872890222,74.5094252,11.74522644,8.498902895,1682.54452,4564.069594,3860.541888,5890.338133,3688.669477,4650.121848,321.2954407,438.8157376,20.39019926,1431.042545
"94","SPOCK2",1762.308904,1361.561852,1143.52254,953.3203322,537.7332778,1531.023729,1120.73105,433.012581,3283.92381,2040.442671,3212.756292,1022.450995,3128.50636,4263.9774,1757.141517,995.6524365,650.4634003,263.011432,175.9842183,132.2193618,118.3071595,202.7159891,217.0461442,211.7278211,172.4173117,437.5889734,594.0103963
"95","TNFAIP6",351.2758412,917.1692775,1222.692308,1182.480524,3159.091855,267.9179363,259.8916347,141.1803804,81.29435266,36.71555117,94.24800971,79.12333165,63.61546587,131.8853818,147.6840939,123.7740746,145.8185128,233.4391136,347.1638911,19190.61594,325.3643379,245.9512171,8826.486407,253.2624558,2285.704444,203.2806125,3460.952883
"96","TPSAB1",483.6777667,938.4740416,899.4416512,4645.541518,3687.181673,1102.29779,794.7203184,151.7313169,376.0368021,43.36581215,284.8186666,147.2741095,481.0725006,28.78893808,262.6432093,465.2204213,311.7403372,543.6290931,358.1005731,368.9130231,365.4798555,397.8866549,396.8599394,27467.08759,29437.28907,918.5119625,1033.132677
"97","TRAC",6621.304915,5450.21166,3878.048809,2163.541863,1327.31073,572.5113556,1006.350088,215.8269579,13721.45552,14057.43026,15532.16188,8731.942274,20117.66469,19538.4969,3189.238319,815.6846136,506.0537577,208.9784165,252.2397003,151.3173183,142.6133419,215.6237237,255.9384554,159.567675,187.1669874,880.0902068,790.0055576
"98","TRBC1",5292.929838,4996.389508,4628.921069,1518.854401,1354.847735,575.8478308,930.328823,525.0492335,8923.922332,12460.73946,10179.78364,3287.836318,16623.7078,19876.20631,5338.319292,4520.50562,2812.593654,78.94320693,56.8335872,223.4955364,131.0995558,189.1209091,145.715446,114.6022938,47.87130436,551.5102039,181.0122765
"99","TRDC",1495.45384,1028.706702,5882.623928,323.7992965,1376.555923,88.17850315,81.15497901,101.0670278,3014.575466,282.0101621,781.3316356,486.8794819,370.2752613,124.6527289,17980.35398,10797.21174,11382.00872,61.01801703,30.12404697,22.31868643,24.26650252,46.6420448,30.42258616,247.3533379,209.0182876,165.8509884,162.1231973
"100","VNN2",234.0583635,353.1118104,665.0680469,3245.701159,3880.392959,64.9845649,79.68108191,51.04583679,445.4839483,574.7325605,87.43886769,7.680556652,183.1808863,81.25132533,1027.324135,600.7634958,133.9832531,3300.115435,462.8123954,6.198523194,8.255798098,6.33332463,7.339096499,242.3176356,17.98841772,9.753158043,18515.3558
"101","ZAP70",1598.289819,1406.255301,1928.180365,429.3335676,417.0751317,13.7050941,12.81144157,13.36812571,3230.539852,4287.536344,2667.26621,772.7826189,7380.970003,1758.634939,1422.384713,4781.948859,1772.000761,38.05970681,18.46666377,25.55686935,32.52035914,19.14980044,26.83408716,24.08409421,38.3203582,185.4848873,70.04945364
