"","GeneSymbol","Mix1","Mix2","Mix3","Mix4","Mix5"
"364","MS4A6A",759.0464809,1018.311224,1951.012832,877.7383843,2778.015853
"365","MSC",98.24711654,170.5746506,219.9318137,141.0919897,375.5970174
"366","MXD1",77.59889554,136.9984068,122.3493683,630.3217365,753.8643732
"367","MYB",472.3689893,584.3431508,504.4088065,1381.282357,1269.81624
"368","MZB1",2516.354673,3643.858849,220.489098,1563.436694,33.28143194
"369","NAALADL1",67.49975229,78.45715036,127.4608214,25.16350083,31.4802401
"370","NCF2",630.6920973,1710.029406,3456.840615,6077.241547,9799.009651
"371","NCR3",617.5718289,318.4790374,1122.182299,320.4927787,307.1207476
"372","NFE2",51.87074236,117.7606471,234.1489759,572.2143941,706.3690414
"373","NIPSNAP3B",511.7636074,437.2654606,150.5691477,501.7015662,174.7695132
"374","NKG7",1951.995483,1257.246393,6138.064234,626.8222774,1203.372291
"375","NLRP3",32.99164005,65.81939796,127.6106784,145.0908066,220.8779898
"376","NMBR",241.7960149,180.8114573,64.98171723,230.2157642,86.29747562
"377","NME8",15.81986143,33.54762461,71.50295423,28.23876338,90.32688938
"378","NOD2",113.8414388,245.042861,379.7546439,235.0455556,573.9085462
"379","NOX3",10.05269429,11.03918949,17.45007621,33.34147569,30.8937843
"380","NPAS1",23.29156969,29.58700639,23.13920204,19.11840999,21.1037755
"381","NPIPB15",1131.247622,793.8635812,411.584981,1015.872133,489.6710458
"382","NPL",121.4921173,219.8262469,484.9365146,692.9430254,1453.039865
"383","NR4A3",155.1173193,277.8671119,205.7280643,779.0589314,948.4374887
"384","NTN3",21.37535865,30.53320872,23.87338801,11.60835586,16.72823238
"385","NTRK1",16.09603059,25.11860449,26.89124179,128.9219694,108.1683737
"386","ORC1",76.84700682,90.00304211,84.06059731,63.21344203,60.7488272
"387","OSM",15.37041697,52.99902031,45.70909988,234.8486255,282.2791877
"388","P2RX1",124.5332921,227.2860973,249.6081435,766.02143,791.7162489
"389","P2RX5",4003.002509,2722.962771,586.6361499,3128.03059,218.639527
"390","P2RY10",372.0846455,396.5897036,205.1883674,478.9485607,387.9735016
"391","P2RY13",83.85809602,201.8369808,472.5713202,1051.807906,1633.216298
"392","P2RY14",399.9815643,629.1130246,219.0024597,2029.545203,2035.464374
"393","P2RY2",14.97189799,38.40995203,35.94374207,131.6722687,155.5206498
"394","PADI4",33.72913071,76.41114277,133.7075826,244.5148306,299.6174283
"395","PAQR5",22.4936769,28.33310529,44.01123348,61.81756861,63.09261178
"396","PASK",1208.25006,693.8930938,736.4645386,519.3917938,343.300313
"397","PAX7",80.68952285,91.70015137,34.95258097,70.71754554,40.59797915
"398","PBXIP1",1063.936345,812.3442182,654.5225259,750.6463534,607.1895232
"399","PCDHA5",18.27206418,24.04619914,24.94959631,10.23642853,21.13927092
"400","PDCD1",262.6118456,146.270843,269.4448713,156.0771823,196.7800928
"401","PDCD1LG2",24.19000423,43.46679424,63.37182359,51.64967194,150.9627452
"402","PDE6C",4.801939339,7.458031515,5.752729505,8.685953253,9.842394571
"403","PDK1",311.7522453,448.1245543,108.069571,236.2539283,149.9914696
"404","PGLYRP1",18.86767864,41.48756339,35.86740442,405.4892632,461.1569509
"405","PIK3IP1",2492.573757,2202.220464,1237.130639,1444.687433,784.4013355
"406","PKD2L2",19.54455458,33.26952916,19.73059299,63.69557228,67.83138543
"407","PLA1A",49.88688417,136.5347394,170.3080717,49.91587924,312.1954729
"408","PLA2G7",209.0054697,438.0382184,1219.91812,476.0040752,1610.290382
"409","PLCH2",99.95811645,155.3912354,152.4273756,58.90029641,95.207287
"410","PLEKHF1",390.6933518,339.1974895,686.4835634,157.9476574,196.4345395
"411","PLEKHG3",156.6075406,177.5729125,416.1238385,501.3070424,694.6695676
"412","PMCH",389.9526588,858.3032377,662.4553813,14.56487464,289.6139394
"413","PNOC",1856.397946,1450.598551,128.3078036,1546.057703,132.3985132
"414","PPBP",141.068441,100.974195,389.2866624,280.40231,469.2158154
"415","PPFIBP1",31.66080615,43.96987948,23.86011279,33.82740868,35.33152935
"416","PRF1",2959.715733,2634.185442,11171.48501,805.5706508,2192.136127
"417","PRG2",117.1775333,504.481541,492.4372035,2923.587005,2350.853207
"418","PRR5L",193.4065651,168.8376351,505.5034954,207.0322493,251.4953864
"419","PSG2",612.7702728,473.8867098,169.3408724,577.3240864,205.4218763
"420","PTGDR",200.9736262,181.3999465,695.3535293,99.63999568,158.1428196
"421","PTGER2",1053.987943,747.1564676,2408.915463,495.6461337,934.8042345
"422","PTGIR",142.9237357,292.5660135,312.6718952,106.6739606,436.8636175
"423","PTPRCAP",3175.911734,2092.714748,2101.659719,1738.563041,473.3401869
"424","PTPRG",56.93514078,55.97848406,26.20823274,57.4620333,36.26034639
"425","PVRIG",1813.327753,1366.59835,2431.944042,761.3777126,622.7282092
"426","QPCT",363.4067753,587.625252,483.7840436,832.9435733,1119.348583
"427","RAB27B",21.68805413,42.63658601,60.3984554,119.4572743,103.4841915
"428","RALGPS2",532.6934514,368.5680696,48.15036178,474.1116578,59.86395654
"429","RASA3",92.58601834,66.16322112,92.50490392,44.31080251,41.91257649
"430","RASGRP2",2852.380404,2220.91079,705.3442077,2384.966549,668.7493204
"431","RASGRP3",622.7313458,772.4328159,199.2790396,488.1399689,382.5978018
"432","RASSF4",77.72272323,222.0755062,396.850628,115.9340814,575.0395478
"433","RCAN3",126.1431049,111.5999265,67.89951408,54.70028218,34.79820602
"434","REN",93.48026211,119.2254236,35.70936164,75.76892819,36.11392981
"435","RENBP",67.02114053,88.71343388,168.3875014,115.6411493,368.1861277
"436","REPS2",25.85384784,45.63977892,38.33714719,342.9153768,409.8198974
"437","RGS1",612.550943,628.585871,437.2847814,1134.279359,1217.231948
"438","RGS13",69.85098004,164.7586829,95.23163575,724.1629097,622.8071678
"439","RNASE2",248.813862,577.9599766,737.4191879,1310.508203,1546.70284
"440","RNASE6",953.5546959,1365.73759,1108.285981,1310.013912,2006.291209
"441","RPL10L",210.705051,192.1688439,126.4267297,114.6796653,64.13110435
"442","RPL3P7",1268.437601,1318.156709,533.0444233,546.8202049,218.164193
"443","RRP12",109.0104861,185.0573463,80.06624451,227.0921774,217.7248769
"444","RRP9",78.88962432,98.29211117,104.468762,49.95522185,71.75239998
"445","RSAD2",309.3619576,571.7415514,769.009984,631.1959726,1437.995642
"446","RYR1",155.1001292,186.9296442,185.3449243,104.9112183,147.6329445
"447","S100A12",350.488775,806.51058,1788.000049,1778.510878,2346.451465
"448","S1PR5",26.31797913,54.00869603,135.3830837,9.981504191,28.71086222
"449","SAMSN1",951.7462531,1537.375494,1958.667169,2947.771722,4122.614306
"450","SCN9A",13.85725466,30.33942191,31.73129076,28.22545331,64.68551491
"451","SEC31B",199.5427033,266.4769134,190.4838274,134.1930755,170.0901969
"452","SELL",6657.594065,5699.49939,4224.123424,6559.582454,4261.687963
"453","SERGEF",55.24686074,69.40490215,49.42878546,33.07669847,43.48640374
"454","SH2D1A",735.9690621,614.3040379,924.6227902,170.4113267,231.4939504
"455","SIGLEC1",224.2481867,392.3631772,564.1112752,284.0669248,1227.260323
"456","SIK1",3301.26614,2698.588688,670.9623891,2633.582703,625.6145996
"457","SIRPG",653.0401565,471.2020294,491.2512679,206.7158978,191.51263
"458","SIT1",1186.920949,991.505892,688.9007203,592.4067916,336.4138229
"459","SKA1",30.82003534,45.32852044,30.1117872,10.26407793,10.38273547
"460","SKAP1",1672.929379,1729.118976,1635.484705,838.7169684,653.4107499
"461","SLAMF1",853.1477165,1029.666633,742.4246208,481.1179963,887.7559898
"462","SLAMF8",153.6339955,241.335788,416.3969304,221.9562541,658.3373224
"463","SLC12A1",30.63287039,25.35131903,8.830350756,29.28937841,10.17854172
"464","SLC12A8",22.57407453,33.58050929,59.42515492,98.85688258,108.5871462
"465","SLC15A3",206.1297827,405.3342389,1018.838763,602.1343923,2080.258763
"466","SLC2A6",171.3575504,347.2697056,514.1408584,217.904976,852.8319686
"467","SLC7A10",86.91367218,53.14845001,60.12187832,53.53110994,41.29974275
"468","SLCO5A1",84.5392596,112.2505887,106.0492294,106.6676575,190.0270786
"469","SMPD3",140.463773,153.7881312,102.4459451,315.7030089,329.877612
"470","SMPDL3B",4.452265708,8.061877177,4.938966173,22.62064392,26.11386654
"471","SOCS1",200.9666152,281.4191498,469.0882982,73.77429463,386.7311621
"472","SP140",896.0615091,589.5248866,331.8916439,695.0134056,244.1582886
"473","SPAG4",503.7463903,711.7320801,76.81817219,320.6829226,36.5086629
"474","SPIB",1642.658815,920.9340195,147.1035965,1405.830076,228.3348771
"475","SPOCK2",1762.308904,1361.561852,1143.52254,953.3203322,537.7332778
"476","SSX1",14.83330512,22.53979976,20.72840316,14.97969502,23.90556069
"477","ST3GAL6",44.08349016,114.6847865,135.4658608,439.0732755,544.9193365
"478","ST6GALNAC4",578.2344786,648.837832,326.2458276,384.9107836,228.7004156
"479","ST8SIA1",202.841957,34.34004297,176.4591728,53.82938752,57.98150962
"480","STAP1",1188.324792,1156.764397,281.7509997,1415.881805,497.9165379
"481","STEAP4",10.41559367,21.2798321,27.21621972,148.9908939,182.5662392
"482","STXBP6",18.11794425,24.58486389,18.34121381,52.74834912,42.39719436
"483","TARDBPP1",36.79329298,31.81775311,29.95380423,38.64725246,33.58448078
"484","TBX21",792.3907025,752.1673048,1684.716895,466.0000745,541.8410852
"485","TCF7",1403.335984,1105.527405,663.1204598,509.7306093,235.196748
"486","TCL1A",2438.119029,2602.948741,106.285601,2309.174203,149.7291181
"487","TEC",12.09022636,15.13815832,20.91531418,38.02364894,47.37132877
"488","TEP1",33.94692836,29.1195635,62.64667302,19.76857152,36.34010314
"489","TGM5",150.7458198,196.245528,69.66114658,143.5912952,94.89141889
"490","TLR2",249.0032932,571.0437897,1054.511776,1219.515564,2264.913208
"491","TLR7",65.76026693,107.7249839,155.1960172,60.42611745,201.4434132
"492","TLR8",68.44242514,201.9306986,397.6666317,341.7096727,818.9526372
"493","TMEM156",389.5417037,354.4053757,130.8133175,296.1196237,87.45676866
"494","TMEM255A",46.5049712,85.96733488,106.8901967,83.03982048,199.9973105
"495","TNFAIP6",351.2758412,917.1692775,1222.692308,1182.480524,3159.091855
"496","TNFRSF10C",37.04503173,51.08723104,58.03679058,734.4601765,864.93529
"497","TNFRSF11A",72.69134297,127.6459482,138.152589,68.03569996,167.6582939
"498","TNFRSF13B",610.7165093,499.3366939,225.7246287,519.3466577,240.7136668
"499","TNFRSF17",989.9454348,1386.310207,84.27023789,619.0715932,12.51332995
"500","TNFRSF4",395.5988055,576.6290986,600.4804132,146.105121,435.0334669
"501","TNFSF14",124.8224922,113.3452838,526.6552219,161.8347045,274.6474302
"502","TNIP3",83.13587384,118.3364994,122.8344998,39.22648276,148.1873371
"503","TPSAB1",483.6777667,938.4740416,899.4416512,4645.541518,3687.181673
"504","TRAC",6621.304915,5450.21166,3878.048809,2163.541863,1327.31073
"505","TRAF4",159.4714615,107.2510459,57.07943202,146.6800752,58.94771982
"506","TRAT1",718.6055156,635.0510999,407.3382942,223.2170301,123.7808026
"507","TRAV12-2",52.9449253,27.21995363,18.74725309,29.00459932,11.92616577
"508","TRAV13-1",264.185186,185.4159056,115.214767,117.5560301,51.10908736
"509","TRAV13-2",198.8347512,149.9636281,95.9643004,104.2324508,59.73290238
"510","TRAV21",336.1487535,403.5790108,283.7918225,144.8658086,160.2585851
"511","TRAV8-6",155.2193564,149.6755116,104.7045421,61.65320121,54.25599983
"512","TRAV9-2",307.8440753,341.9079504,245.6096563,115.4787677,125.9615786
"513","TRBC1",5292.929838,4996.389508,4628.921069,1518.854401,1354.847735
"514","TRDC",1495.45384,1028.706702,5882.623928,323.7992965,1376.555923
"515","TREM1",226.2850195,281.9233741,381.0170067,1699.552063,1967.23128
"516","TREM2",81.84052367,278.3098661,437.6677274,274.9082268,1141.462524
"517","TREML2",44.24277692,64.42603658,55.76209192,286.1356122,324.6456144
"518","TRIB2",1426.245822,1099.432335,999.234061,931.0333838,469.5334191
"519","TRPM4",20.90529994,31.75769309,29.77095106,19.15103922,61.53139785
"520","TRPM6",38.88740796,48.58572335,30.85330048,123.9909326,131.8937844
"521","TSHR",36.22892527,30.08925796,25.92295761,22.8207026,17.20338894
"522","TTC38",174.7332855,314.1636208,733.3011774,130.7915082,292.0485985
"523","TXK",439.1604622,502.5411592,728.2095991,261.0710104,230.6680403
"524","TYR",112.5949917,189.7909568,194.7433381,57.43370246,124.6289383
"525","UBASH3A",471.7990384,543.1159805,234.0158901,149.6233598,78.59126676
"526","UGT1A8",293.5861527,254.5065,148.5883132,277.1126597,150.8853381
"527","UGT2B17",50.41592374,68.08772629,9.616436509,35.49926438,7.549397176
"528","UPK3A",16.56533318,25.65435522,34.49425935,16.06172521,18.59580812
"529","VILL",205.9713681,185.4234843,150.2732882,96.58847989,90.7511999
"530","VNN1",43.42257254,83.96349357,219.6636355,182.5194073,288.9024885
"531","VNN2",234.0583635,353.1118104,665.0680469,3245.701159,3880.392959
"532","VNN3",33.57028273,46.34341359,55.1263415,410.7041131,489.6268206
"533","VPREB3",1208.602212,909.9461609,136.0872271,1046.849739,121.6403473
"534","WNT5B",20.86383595,21.22875333,29.59368694,26.32318094,83.29491765
"535","WNT7A",58.2813773,64.17374102,33.44543077,35.47139435,26.80673844
"536","ZAP70",1598.289819,1406.255301,1928.180365,429.3335676,417.0751317
"537","ZBP1",148.4183001,186.5947845,150.0633412,136.1770325,110.5506794
"538","ZBTB10",163.2780323,107.0296789,164.8627823,127.9346905,146.3875694
"539","ZBTB32",61.49866616,51.08707116,38.38065446,43.27173213,43.95835638
"540","ZFP36L2",1202.933672,811.2081432,774.1598193,706.1597071,409.3239832
"541","ZNF135",46.18206256,54.14495848,50.84334248,41.37770547,30.50583959
"542","ZNF165",18.81538572,141.8149637,6.811549742,696.8905328,804.1163553
"543","ZNF204P",105.508902,115.8161915,54.31755168,65.24433173,39.5189712
"544","ZNF222",35.93973234,41.93350238,65.31284794,90.79063527,117.6690002
"545","ZNF286A",270.8287377,215.8817972,135.7073644,280.8076975,141.7881528
"546","ZNF324",66.44200561,89.29037649,50.42303759,40.51309681,44.85237164
"547","ZNF442",27.11805367,23.32801997,47.99837098,27.49662437,44.34563688
